Text,lables
"When the flowers showed up, they were in pretty bad shape.  I figured that water and the provided plant food would spruce them up within a few days.  Didn't happen.  They went from being dull and wilted to being dead within four days of arrival.",Negative
"It's not a problem with the product, but I didn't pay attention to the dimensions when I bought it and it seems really big for a small kitchen.  Will probably be returning it.",Negative
"Kellogg's Crunchy Nut: Roasted Nut & Honey<br /><br />Much better than expected!  I generally don't gravitate towards the 'O' shaped cereals, my favorite cereal is Honey Bunches of Oats.  That being said, when I saw this Nut & Honey cereal, I figured I'd give it a try.  It's tastier than I imagined, it has a stronger honey flavor than most honey-flavored cereals do.  The 'enlarged' picture of the cereal on the box makes it look like there's more nut 'shavings' than there really are, but that being said, there's enough nut there to make a difference and have the cereal taste slightly nutty, which is a good thing in my opinion.  ...I'm not one to eat (or snack on) dry cereal, but this one makes the cut, it's currently sitting next to me on the desk.",Positive
"In my opinion, this product adds practically no flavor to water and what little flavor it does add is unpleasant!  I feel like I have been duped by all the other positive reviews for this product.  Thanks to everybody who wrote these glowing product reviews for fooling me into wasting my money!  I would like to return it for a refund but apparently that option isn't available for this product.",Negative
"My dog will eat anything, but my cat is really picky. Up until now, the only treat he would even look at was bonito flakes. I fully expected him to turn his nose up at this, but he gobbled it right down. I'm really impressed by the ingredients. Grain-free and all natural. I feed both the dog and the cat grain-free food from Blue Buffalo, so I'm obviously a little picky about what they eat. After reading the ingredients, I have no problems feeding them this. It's a great, healthy snack and I will happily buy it for them in the future.",Positive
These are absolutely delicious! They satisfy my graving for something sweet & they are really filling. Great for the early morning when you do not have time to make breakfast & great for an afternoon snack at work when you're feeling sluggish.,Positive
"The heat from this sauce is from habaneros, and it is a bit on the warm side compared to many habanero sauces with no pepper extracts.  The heat starts at about a medium level, then builds over the next few minutes to a fiery crescendo, and stays with you.  The product description is right on, this one will burn you more than once.<br /><br />The flavor is spicy, also having chipotles, garlic, onion, tomato, cumin and other spices.  The chipotle and cumin really add an earthiness to this sauce setting it apart from many others.<br /><br />It has a chunky texture with visible chunks of garlic, onion and spices.",Neutral
"Don't waste your money on this product.  I just ordered 12 boxes of Casbah Tabouli and I will not make it according to their directions again!  Number 1, all of the spices are mixed with the bulgar wheat....don't like that.  Number 2, follow the directions on the box and they will have you put 1/3 of a cup of olive oil in the mix....way too much olive oil.  Next time I will try only a couple of tablespoons of olive oil.  Best bet is to buy Near East Taboule....much better!",Negative
Absolutely the worse coffee ever. Instant coffee in a K-Cup.  And it doesn't even flow through correctly in the machine.,Negative
"I use Chef Michael's Grilled Sirloin Dry Dog Food almost as an occasional - and small - treat for my 10-lbs dog, but don't consider it to be good nutrition wise for every day food. Nutrition aside, for small dogs, these pieces are way too large so for that reason alone, I would not recommend this food for small breeds. I give my dog 1 piece and it keeps him occupied with chewing for a good 20 minutes.<br /><br />As far as ingredients go, yes, the first ingredient is in fact beef. However, everything that follows is a junky filler - soybean meal, soy flour, animal fat, rice, soy protein concentrate, corn gluten meal, etc. Hasn't Purina (the maker of this dog food) heard that soy can be terrible for dog's stomachs? I haven't seen any Purina brands that provide good nutrition for dogs, and this one is no exception.",Negative
This ad is for a box of 48 bars.  I recieved a box of 30 but charged the price of $19 and change.,Positive
"Luckily I bought it when the price on Amazon was $5.25. It taste horrible. It's only drinkable when I mixed it with Gatorade. Only half of the powder dissolves while the other half cannot. I would give it one star, extra star is for the assumed health benefits.",Negative
"Be very careful-realize what you are getting. On both ads to get the buyer to Amazon for this product -Windows Shopper and Yahoo Shopping - they state that there are 12 packages.  But, when you get to the order, it is only 6 packages.  So, when you thought that you were getting a deal on 12, you only get 6.  So you get a regular store price without knowing the use-by date or anything else.",Negative
"Pure Guatemala is my favorite of all LB coffees.  Since trying Larry's Beans fair trade organic coffee beans, only a very desperate moment could get me back into a Starbucks.  Larry's Beans are fresh--after drinking grocery store and sometimes coffee shop coffees I get sneezing fits I'm attributing to mold allergies, I've never sneezed after a cup of any LB coffees.  These coffees are very tasty and never bitter--I drink LB coffees black, but have to add heavy cream to most other coffee brands.",Positive
"I used these for making the ""ladybug cake bits"" from the Cake Pops baking book and they were great!  Easy to use and stuck very easily to the cake bite.  I used a tooth pick and the melted chocolate to apply the lips to the cake bite and it worked great!  I will definitely use them again!",Positive
To get the flavor of Mudslide you can't make a large cup of coffee or it is just too weak....but tasty in the smallest cup size or one up from that.,Neutral
"I was quite skeptical about stevia at first, but tried it with another brand and thought there wasn't much difference in taste and I felt better about using a more natural product than the other artificial sweeteners out there. I then started looking at getting a bulk container and happened upon this product. I now have purchased this same product 4 times and am quite pleased. The product is a bit more concentrated and we are using less of the product in our drinks and cooking than other competitors.<br /><br />The deliveries are always quick and we have not had any issues at all with the product or packaging.",Positive
I enjoy the flavor of this very delicious soft peach candy.  It has definitely become one of my all time favorite candies.  The other flavors that this seller makes are also good but the peach flavor ranks #1 in my book.,Positive
I don't recommend this product at all.... I was tricked by description.. But this product is low quality and tastes really bad. I paid 12 bucks for this thing... I wouldn't eat it even if I had paid 100! I heated one package in the Microwave and the smell of the whole apartment was terrible... I didn't take the warning for real and tasted it... and .. EEEEEK!,Negative
"for everybody's information, o n e coconut water is made in the philippines..not brazil as claimed.. it was only a brazilian who  developed the business but the coconuts came from the philippines..<a href=""http://www.amazon.com/gp/product/B000LL0R8I"">Vita Coco 100% Pure Coconut Water, 11.1-Ounce Containers (Pack of 12)</a>",Positive
"The bright, colorful package with the big picture of the chocolate chip cookie with ""chocofudge"" oozing out of the center creates great expectations. Upon opening the wrapper, you see very small, misshapen cookies. Some are crumbled because the package is way too large for the contents, and the cookies fall over and get jostled and broken.<br /><br />I see that one of these small cookies is 75 calories, so it really has to be good to warrant the count. No way!  They aren't chewy; they're mushy.  The flavor is weird, sort of sweet and chemical.  There is no clear chocolate flavor. Inside this small, thin cookie is a tiny solid dark mass; guess that is the ""gooey"" chocofudge. In sum, YUCK!<br /><br />These cookies besmirch the good name and reputation of <a href=""http://www.amazon.com/gp/product/B0017Y9UKO"">Nabisco Chips Ahoy!</a>. I have eaten and will gladly consume ""Chips Ahoy!"" cookies, but these don't come close to the quality of ""Chips Ahoy!"". One ""Chewy, Gooey Chips Ahoy!"" cookie is too much. Save the calories and your money for better.",Negative
"This is my new favorite herbal tea. It has awesome flavor. By adding a couple drops of stevia sweetener, this makes a great ""treat"" to sooth my sweet-tooth without negatively impacting a diet.",Positive
Large boxes of cereal. Great price. My husband has been eating this cereal box per box and loving the taste and lasting effect until lunch. Happy about this deal.,Positive
"Ok so I love these people who created these pretty healthy spreads. They also seem relatively low in carbs and sugar. Ingredients are pure and it is exquisitely delicious!<br /><br />I am trying a lower carb, higher protein approach to eating and I think this awesome spread will work as a delicious healthy, protein rich filling snack.<br /><br />I also love their peanut butter mixed with white chocolate.<br /><br />With all the highly processed, hydrogenated chemical induced food out there this is something I can feel good about eating!<br /><br />You just gotta portion control it for weight loss.<br /><br />=)",Positive
"The original price of this product is incorrect. The Jelly Belly site has it listed (not on sale but original cost) for less than the represented ""sale"" price here.",Negative
"Maybe it's something that I did to it, but the first package was good, and my family liked it.  After that, all the ones that I made was dry.  I always make enough bread to last a couple of days, and this one was VERY dry and not very good after it cooled down.  When I make quick breads for breakfast, I try to make enough for the next day or 2 breakfasts, and this bread was just too dry.",Neutral
"I like a middle of the road marmalade, not overwhelmingly sweet, but also not too bitter. This product, in a 20g serving, has 10g of sugars and to me it doesn't taste like it's even remotely sweet. If you really like a bitter marmalade you'll probably like this, but it's not to my taste.",Negative
I have a 10 y/o chihuahua and she really likes this. It is little tiny cubes of dog food mixed with rice. She has lost most of her teeth yet she is able to eat this easily. The cubes are easier to eat then the typical wet dog food that is in a can and then you have to mash up--she can grab onto the cubes easily.<br /><br />The only thing I don't like is that the pouches are designed in a way that makes some of the dog food stick to the bottom of the pouch. The bottom is concave so it is like a little pocket that traps food.<br /><br />But I would recommend this for anyone with a small dog who is getting up in years. Especially if you have a dog w/ dental problems or who has lost teeth. My dog weighs about 10 lbs and one of these pouches a day along with a dog treat is plenty enough for her.,Positive
"I am a fan of all the ingredients in this tea, but the anise taste is too much. Blech, blech blech.",Negative
"Although these noodles sound very healthy, they are not for people allergic to wheat. I just opened my case and am disappointed to find out that these are wheat noodles with alittle rice and flax. The ingredients on the box are as follows: Durum wheat, amber durum wheat, wheat semolina, flax seed, brown rice. Very disappinting to those of us with food alleries. The amazon site did not list the ingredients correctly.<br />Oh well, back to my rice pasta.",Negative
"they are Ok really if you do not try to compare them to other brands like sesmark, pretty plain testing and harder, but the price is good",Negative
"I was intrigued by the claim that this non-carbonated but caffeinated drink would actually burn calories although I wouldn't quite know how to really prove or disprove that it does. But I found it interesting enough to order this ""dietary supplement"", as it says on the can. At the very least I figured it would be healthy (green tea and acai) and taste great given that it contains: No sugar, no Aspartame, no preservatives, very low sodium, no high fructose corn syrup and no artificial colors or flavors.<br /><br />But I was in for a surprise - it tasted awful. Imagine a can of carbonated soda that was opened and then sat out on a table for a day and you get a pretty good idea of what this tastes like. Very flat and simply not good. Both my husband and I tossed it after just one sip. Even if it burned double the calories it claims to burn, I highly doubt I could down the entire 12 oz or even just a third of it. Maybe if it were carbonated that would help but honestly: Save yourself the money, this is NOT good.",Negative
"I love this brand of freeze dried fruit but found the mango variety to lack flavor...unlike mango juice itself.  Maybe when you take the ""juice"" out of this fruit it's just dried fiber. Not satisfying.",Negative
"Decent corn. Del monte is better, and I prefer white corn, but this was ok. Quite wattery, so make sure you drain!",Neutral
"The color of this drink is a dark golden yellow, and the smell is of very potent ginger.  I was hopeful that it would bring the spice that ginger naturally has, and it sure did.  I liked that part of this.  What I did not like was the sugar!  Any great medicinal effects of the ginger (for nausea) would be negated with this sugar.<br />I served it hot, and it was relaxing, like tea, but too sweet in my opinion.  I do not drink sodas or put sugar in my coffee, so maybe I'm just not used to it, but I couldn't finish it because as it cooled, the sweetness seemed to get stronger.<br />Served hot, and in small doses, this could be a nice sweet after dinner drink.  I try to keep the healthy benefits of what I put in my body in mind, and ginger is always at the top of my sensitive-stomach's list, but as far as calming the stomach, it does not do the trick for me.  That sugar just upset it more.",Neutral
"I don't understand these good reviews. (Its like these reviewers never had real miso soup before.) I had the opposite feeling about this product. I followed the instructions closely and it had all the ingredients of miso soup, but it still didn't taste like miso soup! It looked like it (minus the dried tofu) but it tasted like nasty water. As I was drinking it, I kept wondering ""why am I eating this? Why am I filling myself with this? I shouldn't be putting junk down my stomach."" I should have punched myself for feeling obligated to finish it all. Fortunately, I ended up dumping it down the drain.<br /><br />If you want real miso soup, go to a Japanese restaurant. If you want something that doesn't taste like miso and is watered down, buy this product.",Negative
"Coffee Time is a long time New England treat in milk for lunch. It goes back several generations in my family and to be able to get it sent to North Carolina brings ""home"" HOME!",Positive
"If they used a lot less sugar this might have been a good drink, however there is so much sugar in this drink that it tastes like ginger flavored  sugar syrup.<br />Totally horrible drinking experience.<br />46.5 grams of sugar!<br />Over a ounce and a half of sugar and not a gram of salt to balance it out.<br />This is not Ginger beer, it's sugar beer.<br />If you want real ginger beer flavor, avoid Barr's Ginger beer.<br />This will only disappoint you.<br />There are much better brands available.<br /><a href=""http://www.amazon.com/gp/product/B001SB04N8"">D & G, Soda Ginger Beer, 12-once (24 Pack)</a>",Negative
"I make air popped popcorn without butter.  My hope was to add some flavor to the popcorn without adding calories.  This product is spicy and tastes okay, but its too powdery to be useful.  First off, it is so finely ground that it doesn't stick to the dry popcorn.  Even worse, it tends to float in the air and I end up inhaling it (which is unpleasant).  I think for this to work I'd have to wet the popcorn in some way (with water or butter?) to get it to stick, but I'm not looking for that level of effort.  I now use a low calorie 'butter' spray instead.  Much easier.",Neutral
"I love Red Leaf Tea matcha! The peach is excellent alone OR mix it with their orange matcha for a ""fuzzy navel"" flavor! So yummy!<br />The peach is bright and juicy tasting with natural flavoring!<br />Delicious!",Positive
It's really good when ground right but I just make this ocassionally and most often use nes cafe dolce gusto.,Positive
It had a nice flavor and as far as it goes compared to other coffee I could not tell the difference. Having less acid I could not tell. It tasted like regular coffee and did not have a bad after taste.,Positive
"I think this product helped a little bit, but the milk ""production"" slows down once you stop taking the vitamins.",Neutral
5 Flowering PINK DOGWOOD Cornus TREE Seeds<br /><br />ONLY 1 OF 5 SURVIVED.  WELL NEVER BUY THEM AGAIN!! WASTE OF $ AND TIME!!,Negative
"This is so yummy! I got a sample form Influenster and wow! I warmed it up in the microwave for a bit like the package suggested and it tasted as though it was home-made! Tastes just like freshly baked banana bread, I would definitely recommend!",Positive
"The ingredient list tells the tale: hibiscus flowers, rosehips, blackberry leaves, natural flavor (presumably the vanilla), dried black current (sic) pieces, dried blackberry pieces, dried blueberry pieces, dried raspberry pieces, sunflower lecithin.  This isn't blackberry vanilla tea; this is hibiscus rosehip tea with some added flavoring.<br /><br />The problem is that hibiscus is an acquired taste that I never successfully acquired and do not appreciate here, but lovers of hibiscus and/or rosehip tea should add a star for each love.<br /><br />At least the pyramid shaped teabag works as advertised.",Neutral
"I ordered a package of 8 units where each unit contains 40 pieces. It is packaged 4 units per box so I received 2 boxes. However, one box was opened and one unit was missing. I assume this was theft that occured at the Amazon.com shipping. Will not buy such a product again from Amazon.com",Negative
"Flour is a Peruvian varietal packaged in Washington State, near Lynwood, near where I lived last year.  It is ""from Lynwood, WA, USA.""  In my suburban Jewish Mother opinion, this product ""should"" not be $30 a small box, but it is properly milled (fine grind) and probably on a small mill by a lot of people devoted to quality, that part shows, *** for quality.  It's not USDA Organic minus *.  Minus another * for price, and if it's kosher/vegan add 1/2 *.  (not kosher certified on box.)<br /><br />I did find medium grind USDA Organic corn meal only in the local organic chain store (New Seasons is the only local grocery-type store that has both 100% organic produce and packaged foods, some ""traditional"" ones and for about 20% more than ""traditional"" groceries, but a consistent stock, responsive management, friendly clerks...and most importantly lots of stores they are all the same inside.) ""Medium"" grind will NOT make a good tortilla, it will crumble, you need fine grind or a grinder.  The product being reviewed IS the fine grind.<br /><br />So why did i buy it? it's the right grind for tortillas with the tortilla maker i bought.<br /><br />The flavor is a bit different too, not corny if you compare with the GMO cheapo tortillas from the usual grocery store, but closer to the taste of a handmade organic tortilla you might find somewhere in a health food store like Eerewon (good luck with that, Erewon's mostly in Los Angeles) or maybe Whole Foods, did not check there.  If you're in Berkeley, CA try Berkeley Bowl.  If you're in Washington or Texas, try Central Market.  Trader Joe does not have organic corn tortillas as far as I know.  I found one shop in my travels, can't remember which shop, so that's why I am doing it myself.  It's more fun this way and they can be frozen.  The idea is to make little dough-balls (great with kids, grandkids, kindergarteners) and smash them.<br /><br />So mix up the and distilled water and let it sit in fridge, then make appropriate dough ball corresponding to whatever size tortilla you want. It has to be cold but not frozen, like playdough for grilled breads. Also you want it about as thick as an old LP vinyl record, not too thin but not too thick, make the thickness of one ceramic bath tile.  You'll know right away if it's too thin.  If it's not done in two minutes, it's too thick.  If you don't have a cast iron press, use a rolling pin or an empty wine bottle.<br /><br />experiment with different flours, but always heat and grease the machine first, otherwise dough will STICK.  Testing with a drop or two of oil or water works.  I use organic flax or olive with a pastry brush, you want a thin coat of oil, then press.  If you're making tortillas, get the pan greased and heated, but also coat the tortilla press so the tortilla will press off, I don't like plastic, a sandwich baggie is another method for those who can't have any oil.  If you're vegan use egg substitute for the pizzelle, post if that works.  If you're kosher, no problem, tortillas are paerve.<br /><br />The griddle or the pan has to be HOT and you have to watch it.  no turning of the back, watch it or you will have a black tortilla or a well done pizzelle.<br /><br />It's not a pancake, it cooks longer and texture is different.<br /><br />Pizzelle should take one minute tops if everything is set up, someday maybe I will make a youtube...don't hold your breath, you tube involves talking sound editing i don't know what else skills I am not great at.<br /><br />In any event, both keep in the freezer and can be thawed when ready to use by leaving on counter for a few hours or even in a pinch in a toaster, and make good, cheap nutritious snacks, as long as healthy fats used and no sugar overload is in the pizzelle or dairy high fat cheesy stuff poured on top of either bread, because they are both specialty breads and best with a bit of something but also good by themselves if fresh.<br /><br />since first posting i notice this http://www.amazon.com/Regular-finely-ground-perfect-recipes/dp/B0006N2PE0/ref=pd_sbs_gro_5 and others with lower prices, i don't know if it is same quality, fresher, etc. but if you want FRESH, buy whole dry corn cut off cob yourself and mill it with a Champion juicer MILL attachment.  If you want purple pastry, you can still find a better price and then compare quality.  Food should be fresh regardless of who sells it to you.  It should not be $30 with s/h.  It should be roughly what you pay at a specialty grocery store, and if your local store has overpriced stock, just print out the amazon ad and take it to the manager, they will usually honor fair market value if they have something overpriced it's often because they did not first check amazon.  Amazon does beat or meet most local grocery stores even on obscure gourmet items! I suppose it's worth it if you want something fast, live in WA, get it without paying shipping and are going to use it for coloring baked goods naturally...beet juice works well for that also.<br /><br />it might be instructive to get someone to photograph small samples of all these flours, so people don't have to buy a box and find out they don't have a recipe for it, or it's stale or not what they expect, and to have little descriptions of each sample, like we do with hops, wine, cheese...because all flours are not created equally!  the organic ones especially can be expensive...but not this expensive.  sometimes the cost of s/h is inflated because of s/h ""policy"" that might be something not just this seller can look at and scrutinize, most of my complaints (very few actually considering how much i buy and how consistently i buy) boil down to some shipping/handling problem, but s/h will only communicate with seller who hired them....it is generally only a problem with foodstuffs, a broken machine can be photographed, repackaged and often repaired locally, food cannot.  there should be separate written policy for pricing packing and shipping foodstuff, some vendors do a great job, others not so much.",Neutral
"I am extremely dissatisfied with the product and customer service from this company (Barry Farm). It says on the page for this product ""Usually ships within 6 to 10 days"". I ordered this product over three and a half weeks ago and just received it. I was still charged over $8.00 for shipping (more than the item was worth). I took precautions for the product not to sit in the sun and melt, ordering it so it would be delivered on a day I was home. This effort failed; the shipping and delivery dates changed...twice. I got an email from Amazon stating that they had not received notification of shipping from the seller (Barry Farm). I emailed the seller, received no response. I then got an email from Amazon a day later with a delivery time frame. The product did not arrive during the stated time frame (late). When it finally arrived, I received a bag of melted goo. But the interesting thing was, it was evident that the product had melted before, re-hardened, and then began to melt again in my mailbox. Due care was not taken to package the product in a manner that MAY have helped prevent such damage. I will not be ordering from this company again.",Negative
"I love <a href=""http://www.amazon.com/gp/product/B001DCEFSC"">Sunshine Cheez-It Crackers</a> and always have a box on hand for snacking, so I was curious about their Mozzarella flavor.<br /><br />Well, about all I can say is they're good but can't hold a candle to regular ol' Cheez-Its.  The mozzarella flavor was just too light for me, making them taste more like plain old crackers instead of cheese flavored as I'd expected.<br /><br />They're not horrendous, just too lightly flavored for me.  So I'll be sticking with the oldie but goodie for now!",Neutral
"I had high hopes of this food after seeing the ingredients and reading the reviews, but my cats won't touch the stuff.  It has a very thin slop-like texture, whole peas, and is a pale grayish brown color.  The only way they'll eat it is if I mix it with other food and even then, they turn their noses up at it most of the time.  I should have bought one can at the pet store before committing to 12 on Amazon.  Next time I'll be smarter!",Negative
"I bought this product at Wal-Mart. There was no outstanding, bold notice on the box that it contained SHRIMP PASTE in it, which is whole shrimp, legs, heads, tails, all ground to mush, and is extremely fishy-smelling.<br /><br />I followed the instructions - add water to fill line, then add all of the packages, which are not labeled, then added the noodles. I microwaved this product in the company kitchen break room, and now it stinks like a Chinese canal full of dead fish.<br /><br />After cooking the product as directed, I peered inside the open box. UGH. It looked like a bloody red concoction of fish innards. The odor was incredibly BAD. Instead of tossing the box into the kitchen trash I had to toss the box in the outside dumpster.<br /><br />While I do enjoy seafood, this horrible prank of a product stinks really bad. If you really enjoy the foul odor of dead fish, buy this product. Or, if you want to play a rude practical joke on your co-workers, go for it.",Negative
"This is a resubmittal of a previous review.  Originally, when I received my cheesecake I was very disappointed with the careless way it had been packaged and delivered - and I said so in my review.  I NOW say that if anybody ever says that Omaha Steakes doesn't care about their product feedback, do NOT believe it.  After submitting my original review, I was contacted by Mr. Sendgraff of Omaha Steaks who apologized for their poor packaging and inormed me that Omaha Steaks has a 100% satisfaction guarantee on all their products and, that he was refunding my entire purchase price, including shipping.  Even after I told him we had eaten the cheesecake, and it was really quite good, he insisted that my experience had not met their 100% satisfaction guarantee standards and my refund would stand.  I say, THANK YOU, Mr. Sendgraff, you are a credit to Omaha Steaks Customer Service and have restored my confidence completely.  I'm looking forward to my next purchase of an Omaha Steaks product.",Positive
"I believed that I was ordering small pieces which I could use in baking or cream cheese and ginger sandwiches.  The pieces are much too big for this purpose and they are not really crystallized ginger, they are soggy cubes of sugar coated junk.  Short on flavor and unpleasant texture.",Negative
"I have had many different kinds of farina, but this one is thick! I keep experimenting with the amounts of water. Very paste like. Maybe needs more maple syrup?? =)",Neutral
"When I first popped one of these in my mouth, I was really pleased with the light caramel flavor of the hard candy outer shell. The flavor was a little more delicate than a typical <a href=""http://www.amazon.com/gp/product/B0018AXEFY"">Werther's Original Hard Candies, 34-oz.</a>, but it still felt substantial. When the candy shell finally dissolved and broke, it let loose a blast of pure honey, so much so I felt like someone had pounded a beehive into my mouth. Wow! Sweet! I tried another and this time bit through the caramel shell right away. I ended up with a sticky sweet agglomeration of caramel and honey that threatened to glue my mouth shut if it didn't dissolve all my teeth first. Wow! Really sweet! If my dentist doesn't own stock in the maker of this product, he should. Doesn't matter, though, because after eating this candy, I'm probably going to be making his next three BMW payments anyway. So, I'll just say, hey, this candy is fine, but it's nothing but caramel and honey mixed together, and it can be over-powering-ly sweet. As for the pick-me-up, all I can say is, yep, that's what sugar does. And the vitamin boost? Yeah sure, but a piece of fruit or a glass a milk could probably do the same. I have to say, this is not a bad product, but it's nothing more than a semi-natural candy masquerading as something (energy boost with vitamins) that it really is not. If you love visiting your dentist, schedule an appointment before you try this candy. If you'd just as soon stay as far away from your dentist for as long as possible, I think you need to stay away from this cavity catalyst candy.",Neutral
"I couldn't even get this soup past my nose it was so bad. I did try it though and after three bites threw the rest away. It smelled and tasted horrible. I will never purchase this product again, nor any other soups under this label.",Negative
I tried this on dry Jacobs Crackers and believe me it was a struggle to crawl to the tap afterwards.,Neutral
"My dog absolutely loves these things.  And his smile has never looked better.  These treats are given to him one per day after dinner time and, without fail, our dog sits and stares at the cupboard where the Chews are stored every night - reminding us that it's time for his Chew.  We feel that these Chews are a bit pricey, but our dog insists that they are worth every penny.",Positive
The tomatoes are the star of the classic flavor.  It is clean and really fresh!  Perfect on an avocado chicken sandwich.<br /><br />The spicy flavor is more complex and is the best ketchup I have ever tried.  It is so good I have now used it on foods that would make me seem crazy!,Positive
I purchased the Branston Original Pickle for my mother as she does not eat dill pickles and being from England she remembers the great taste.  This is the first itme I have ordered Branston but will use this seller again when my mother runs low.<br />This Jar was well wrapped in bubble wrap before being shipped to me in a strong box that arrived without any damage.  I received my box well before the expected date.  This shipper is excellent.,Positive
Nice decorative box of variety teas--great to use or give as a small gift.,Positive
I purchased these pods using Amazon's subscribe and save program for the first time this year.  The order was received promptly and the pods were fresh and very flavorful.  I have used this flavor coffee pods since January 2007 and have not been disappointed ever.  Hopefully I will be able to continue receiving them from Amazon.,Positive
"This is one of the very finest maple syrups I have ordered and enjoyed. I bought the Fancy Grade, for the light amber color. It has a very great taste. I will reorder.",Positive
I still have some and cant wait till they are all gone. Theres too much sugar in them for the meal plan i am on. The taste isnt bad but its not the best. I will say be sure to have something to drink around when eating these. They are dry as all get out. Overall just okay. Tthe banana comes through the chocolate not too much. This review will be short and sweet. There isnt a lot i can go into detail over these bars about,Neutral
"My cat loves this stuff, and it even looks appetizing to me (not surprising, since its made in a ""human food facility""). No animal byproducts, grain-free, BPA-free packaging, made from Mackerel (a safe and sustainable seafood choice, unlike most Tuna), and reasonably priced (especially the larger 5.5 ounce cans)... What more could you want? Seriously, this is as good a choice for wet cat food as I've seen anywhere.<br /><br />BTW, for dry, I strongly recommend <a href=""http://www.amazon.com/gp/product/B002NEWKU4"">Acana Grasslands Grain-Free Dry Cat Food, .88lb (Trial Size)</a>. (Check out the samplers, and look for other flavors and sizes from Acana on Amazon and elsewhere.)",Positive
"Our two Golden Retrievers have been on Beneful Weight Control now for at least 3 years. We didn't see any out of the ordinary pooping problems that others mention.  They love it and both have lost considerable weight -- both were considered ""obese,"" but now one is normal weight and the other is only slightly overweight.  My only real complaint is they stopped selling it (at least around here) in the larger 40-50lb bags.  Now you can only find these 31lb bags but the price is the same.  We go through about 2 bags a month, so it's a little pricey.",Positive
"I had SUCH high expectations of this product!! I LOVE the creativity and the humor of the J&D company. But THIS is so darn terrible.. I tried it right after opening, and thought OK.. this is not good when it's warm... So.. after a while in the fridge I tried a sandwich with it.. But, not really sure what I was eating I was not tempted to try it again.. So, it stood in the fridge and today I threw it out. It comes across as 'very weird' tasting, instead of being blown away by a Bacon Taste.. Not really I believe. Then I'd rather bake the real stuff, only every now and then ;-)",Negative
"Ok, I have to admit I was a little intrigued by the concept of this candy.  Well sorta candy, I'm not sure what you would classify this product as.  It claimed to give you energy and it was made of honey, that's actually pretty neat and healthy sounding.  That being said, there were a few things that just didn't do it for me.<br /><br />The drop is basically a hard candy coating wrapped around liquid honey, or what I'm assuming is the honey in the product.  This honey has a very sweet medicinal taste to it and the outside coating is exactly like a hard candy.  Right down to the stick on your teeth and be impossible to get off aspect.  The inside did taste better than the outside coating and had a lot richer flavor to it.  But alas, that sensation didn't last very long as there wasn't very much in there.<br /><br />I didn't experience any uplift in energy at all from this product.  But I did find it good as a sort of cough drop.  It definitely eased my coughing back when I had a cold.  This product also dissolved pretty well into hot tea to help soothe the throat that way too.<br /><br />I was a little disappointed with the ingredients lift.  Corn syrup was featured pretty prominently with honey coming in listed after that.  So there wasn't as much honey as there could have been in this product.  But it also had some vitamins thrown in and the ingredient list wasn't that large.  So it came out ok all in all.<br /><br />I don't see myself getting this product too much unless I'm sick.  Its ok but nothing I would go out of my way for.<br /><br />Review by M. Reynard 2011",Neutral
"when ordering in bulk with the repeat shipping option, this tasty tea is a great value",Positive
My puggle likes these but they are not her favorite. I like the fact they are a Newman's natural product and have lamb in them. They come in double squares you can break in half. My dog probably would like more if they were molded in a small or mini bone shape.,Positive
My daughter loves this even more than the Quaker brand oatmeal (that has twice as much sugar).  Thumbs up.,Positive
"Don't buy this ""toy"" unless your dog is a genius. I have two smart dogs but this toy doesn't interest them a bit unless I am making it dispense goodies. Waste of money in my estimation.",Positive
"Pretty salty, BBQ seasoning is very messy and has settled during shipping. Very hard to close the resealable bags.",Negative
"My grandma got me hooked on this stuff. It has a wonderful raspberry flavor that can't be duplicated and is so creamy! I would recommend this to anybody! I am so happy I found this product on Amazon.com because it is so hard to find, but it is so delicious!",Positive
"I was excited with the concept of being able to burn calories and boost my metabolism by consuming one can of a flavored drink.  After opening a can and taking one sip, the disappointment was written all over my face.  The taste is horrible.  I can not even force myself to drink one whole can.  I sipped it as long as I could and poured the rest down the drain.  The flavor is strange - I don't how else to put it.  It is bitter and has a bad after taste.  I could smell the Raspberry flavoring but the awful taste was too much for me to handle.  I have tried other energy drinks like Monster, and I did not care for the taste of those either. The taste of the Celsius Raspberry Acai actually reminded me of those drinks, the staleness and bad after taste. On a plus note, one can only has 10 calories compared to other energy drinks that are very high in calories.<br /><br />In regards to boosting your energy level, I could see a difference.  I only drank half of a can, and after a couple hours I felt very fidgety, energetic and wide awake.  However, my mouth keep watering like I was going to ""up-chuck"" and I kept burping up the flavor of the drink.<br /><br />Even if I was guaranteed I would loose one pound a day by consuming one can daily, I would still not be able to force myself to drink it.  Maybe the other flavors might be more appealing to my taste buds, but this flavor was not for me.",Negative
"My cider arrived very quickly, but was shipped very poorly.  3 of the 6 cans were damaged at the bottom of each can due to the way they were packaged together.",Neutral
"I just LOVE the taste of these cookies.  Although there's no ""whole"" raisins in the cookie, the flavor is addicting.  However, Nabisco should keep an eye on the manufacturing and packaging.  11 of the 100 pkgs in the box only had ONE cookie in it, while others were broken into pieces.  Thumbs down for quality assurance - thumbs up for flavor!",Neutral
